Date,Market/Asset,Contract Details,Action (Buy/Sell),Contracts/Size,Entry Price ($),Exit Price ($),Fees ($),Net Profit/Loss ($),Time (ET),Timezone,Datetime Acquired (UTC),Datetime Disposed (UTC),Holding Period,Proceeds ($),Cost Basis incl. Fees ($),Gain/Loss ($),Leg Type,Side Bought,Status,Settlement Result,Order ID
2026-09-12,"Ethereum 15-minute binary, close 26SEP121215",KXETH15M-26SEP121215-15,Buy to Open (held to settlement),20.0,0.97,1.0,0.04,0.5592,12:14:31,EDT,2026-09-12T16:14:31Z,2026-09-12T16:15:20Z,Short-term (under 1 hour),20.0,19.44,0.56,ENTRY,,SETTLED,NO,01a09666-2258-751b-8c38-82141ad97066
2026-09-12,"Solana 15-minute binary, close 26SEP121230",KXSOL15M-26SEP121230-30,Buy to Open (held to settlement),20.0,0.95,1.0,0.066,0.9334,12:29:32,EDT,2026-09-12T16:29:32Z,2026-09-12T16:30:20Z,Short-term (under 1 hour),20.0,19.066,0.934,ENTRY,,SETTLED,YES,01a09673-e1e0-78b2-9022-97ed3b5aa217
2026-09-12,"XRP 15-minute binary, close 26SEP121300",KXXRP15M-26SEP121300-00,Buy to Open (held to settlement),10.0,0.973,1.0,0.018,0.2516,12:59:44,EDT,2026-09-12T16:59:44Z,2026-09-12T17:00:20Z,Short-term (under 1 hour),10.0,9.748,0.252,ENTRY,,SETTLED,YES,01a0968f-8800-76c9-be8f-d36938dd57ef
2026-09-12,"Bitcoin 15-minute binary, close 26SEP121300",KXBTC15M-26SEP121300-00,Buy to Open (held to settlement),20.0,0.958,1.0,0.056,0.7836,12:59:53,EDT,2026-09-12T16:59:53Z,2026-09-12T17:00:20Z,Short-term (under 1 hour),20.0,19.216,0.784,ENTRY,,SETTLED,NO,01a0968f-ab28-708b-8b6b-7191077c2233
2026-09-12,"Dogecoin 15-minute binary, close 26SEP121315",KXDOGE15M-26SEP121315-15,Buy to Open (held to settlement),20.0,0.98,1.0,0.026,0.3725,13:14:30,EDT,2026-09-12T17:14:30Z,2026-09-12T17:15:20Z,Short-term (under 1 hour),20.0,19.626,0.374,ENTRY,,SETTLED,NO,01a0969d-0cf0-7119-9829-a53ea5070d0d
2026-09-12,"Bitcoin 15-minute binary, close 26SEP121315",KXBTC15M-26SEP121315-15,Buy to Open (held to settlement),8.02,0.974,1.0,0.0136,0.1942,13:14:36,EDT,2026-09-12T17:14:36Z,2026-09-12T17:15:20Z,Short-term (under 1 hour),8.02,7.8251,0.1949,ENTRY,,SETTLED,NO,01a0969d-2460-70d0-a34d-8047db9982c5
2026-09-12,"Solana 15-minute binary, close 26SEP121430",KXSOL15M-26SEP121430-30,Buy to Open (held to settlement),20.0,0.946,1.0,0.07,1.0084,14:29:30,EDT,2026-09-12T18:29:30Z,2026-09-12T18:30:20Z,Short-term (under 1 hour),20.0,18.99,1.01,ENTRY,,SETTLED,NO,01a096e1-b710-7339-a531-4726924a46d6
2026-09-12,"Bitcoin 15-minute binary, close 26SEP121445",KXBTC15M-26SEP121445-45,Buy to Open (held to settlement),0.02,0.979,1.0,0.0001,0.0003,14:44:30,EDT,2026-09-12T18:44:30Z,2026-09-12T18:45:20Z,Short-term (under 1 hour),0.02,0.0197,0.0003,ENTRY,,SETTLED,NO,01a096ef-72b0-7465-8ce1-82b583712e42
2026-09-12,"Ethereum 15-minute binary, close 26SEP121515",KXETH15M-26SEP121515-15,Buy to Open (held to settlement),20.0,0.976,1.0,0.032,0.4472,15:14:56,EDT,2026-09-12T19:14:56Z,2026-09-12T19:15:20Z,Short-term (under 1 hour),20.0,19.552,0.448,ENTRY,,SETTLED,YES,01a0970b-4f80-76ec-a9ae-9680af43946f
2026-09-12,"Dogecoin 15-minute binary, close 26SEP121530",KXDOGE15M-26SEP121530-30,Buy to Open (held to settlement),20.0,0.98,1.0,0.026,0.3725,15:29:40,EDT,2026-09-12T19:29:40Z,2026-09-12T19:30:20Z,Short-term (under 1 hour),20.0,19.626,0.374,ENTRY,,SETTLED,NO,01a09718-cca0-7531-be47-d587cda9169d
2026-09-12,"Dogecoin 15-minute binary, close 26SEP121630",KXDOGE15M-26SEP121630-30,Buy to Open (held to settlement),20.0,0.963,1.0,0.048,0.6901,16:29:33,EDT,2026-09-12T20:29:33Z,2026-09-12T20:30:20Z,Short-term (under 1 hour),20.0,19.308,0.692,ENTRY,,SETTLED,NO,01a0974f-9fc8-77f8-b0c9-239c3fc96f92
2026-09-12,"Hyperliquid 15-minute binary, close 26SEP121645",KXHYPE15M-26SEP121645-45,Buy to Open (held to settlement),20.0,0.98,1.0,0.026,0.3725,16:44:30,EDT,2026-09-12T20:44:30Z,2026-09-12T20:45:20Z,Short-term (under 1 hour),20.0,19.626,0.374,ENTRY,,SETTLED,NO,01a0975d-4fb0-7396-b0b3-e946102f0e37
2026-09-12,"XRP 15-minute binary, close 26SEP121645",KXXRP15M-26SEP121645-45,Buy to Open (held to settlement),20.0,0.946,1.0,0.07,1.0084,16:44:48,EDT,2026-09-12T20:44:48Z,2026-09-12T20:45:20Z,Short-term (under 1 hour),20.0,18.99,1.01,ENTRY,,SETTLED,YES,01a0975d-9600-7c61-91d5-be09556932fc
2026-09-12,"BNB 15-minute binary, close 26SEP121730",KXBNB15M-26SEP121730-30,Buy to Open (held to settlement),20.0,0.979,1.0,0.028,0.3912,17:29:30,EDT,2026-09-12T21:29:30Z,2026-09-12T21:30:20Z,Short-term (under 1 hour),20.0,19.608,0.392,ENTRY,,SETTLED,YES,01a09786-8290-7fcc-92d7-745898afa739
2026-09-12,"XRP 15-minute binary, close 26SEP121730",KXXRP15M-26SEP121730-30,Buy to Open (held to settlement),20.0,0.926,1.0,0.096,1.384,17:29:31,EDT,2026-09-12T21:29:31Z,2026-09-12T21:30:20Z,Short-term (under 1 hour),20.0,18.616,1.384,ENTRY,,SETTLED,YES,01a09786-8678-7f14-b8ed-517dc681e3ae
2026-09-12,"Ethereum 15-minute binary, close 26SEP121745",KXETH15M-26SEP121745-45,Buy to Open (held to settlement),20.0,0.84,1.0,0.188,3.0118,17:44:38,EDT,2026-09-12T21:44:38Z,2026-09-12T21:45:20Z,Short-term (under 1 hour),20.0,16.988,3.012,ENTRY,,SETTLED,NO,01a09794-5d70-7947-9d91-ae97b5045d00
2026-09-12,"Bitcoin 15-minute binary, close 26SEP121800",KXBTC15M-26SEP121800-00,Buy to Open (held to settlement),20.0,0.89,1.0,0.136,2.0629,17:59:30,EDT,2026-09-12T21:59:30Z,2026-09-12T22:00:20Z,Short-term (under 1 hour),20.0,17.936,2.064,ENTRY,,SETTLED,YES,01a097a1-f9d0-7e5f-8dbe-008ab918016c
2026-09-12,"Dogecoin 15-minute binary, close 26SEP121815",KXDOGE15M-26SEP121815-15,Buy to Open (held to settlement),12.13,0.975,1.0,0.0206,0.2826,18:14:30,EDT,2026-09-12T22:14:30Z,2026-09-12T22:15:20Z,Short-term (under 1 hour),12.13,11.8474,0.2826,ENTRY,,SETTLED,NO,01a097af-b570-7abb-87dd-a59c9784d99c
2026-09-12,"XRP 15-minute binary, close 26SEP121815",KXXRP15M-26SEP121815-15,Buy to Open (held to settlement),17.0,0.965,1.0,0.0391,0.5548,18:14:32,EDT,2026-09-12T22:14:32Z,2026-09-12T22:15:20Z,Short-term (under 1 hour),17.0,16.4441,0.5559,ENTRY,,SETTLED,NO,01a097af-bd40-7676-90be-fac5830706a2
2026-09-12,"BNB 15-minute binary, close 26SEP121830",KXBNB15M-26SEP121830-30,Buy to Open (held to settlement),20.0,0.973,1.0,0.036,0.5032,18:29:30,EDT,2026-09-12T22:29:30Z,2026-09-12T22:30:20Z,Short-term (under 1 hour),20.0,19.496,0.504,ENTRY,,SETTLED,NO,01a097bd-7110-7f42-96f0-4fa73b570115
2026-09-12,"Bitcoin 15-minute binary, close 26SEP121845",KXBTC15M-26SEP121845-45,Buy to Open (held to settlement),20.0,0.968,1.0,0.042,0.5966,18:44:30,EDT,2026-09-12T22:44:30Z,2026-09-12T22:45:20Z,Short-term (under 1 hour),20.0,19.402,0.598,ENTRY,,SETTLED,NO,01a097cb-2cb0-7b55-89e9-a0689466a94f
2026-09-12,"BNB 15-minute binary, close 26SEP121845",KXBNB15M-26SEP121845-45,Buy to Open (held to settlement),20.0,0.957,1.0,0.056,0.8023,18:44:30,EDT,2026-09-12T22:44:30Z,2026-09-12T22:45:20Z,Short-term (under 1 hour),20.0,19.196,0.804,ENTRY,,SETTLED,NO,01a097cb-2cb0-7726-98a3-37a6a52909d1
2026-09-12,"Zcash 15-minute binary, close 26SEP121915",KXZEC15M-26SEP121915-15,Buy to Open (held to settlement),20.0,0.975,1.0,0.034,0.4658,19:14:30,EDT,2026-09-12T23:14:30Z,2026-09-12T23:15:20Z,Short-term (under 1 hour),20.0,19.534,0.466,ENTRY,,SETTLED,YES,01a097e6-a3f0-7161-a70d-44b7cc33b247
2026-09-12,"Solana 15-minute binary, close 26SEP121915",KXSOL15M-26SEP121915-15,Buy to Open (held to settlement),9.41,0.968,1.0,0.0198,0.2806,19:14:37,EDT,2026-09-12T23:14:37Z,2026-09-12T23:15:20Z,Short-term (under 1 hour),9.41,9.1287,0.2813,ENTRY,,SETTLED,YES,01a097e6-bf48-7a3b-bb61-addd25cefdbf
2026-09-12,"BNB 15-minute binary, close 26SEP121930",KXBNB15M-26SEP121930-30,Buy to Open (held to settlement),20.0,0.961,1.0,0.052,0.7275,19:29:30,EDT,2026-09-12T23:29:30Z,2026-09-12T23:30:20Z,Short-term (under 1 hour),20.0,19.272,0.728,ENTRY,,SETTLED,YES,01a097f4-5f90-70e6-9393-5bbad00a5404
2026-09-12,"Dogecoin 15-minute binary, close 26SEP121930",KXDOGE15M-26SEP121930-30,Buy to Open (held to settlement),20.0,0.946,1.0,0.07,1.0084,19:29:36,EDT,2026-09-12T23:29:36Z,2026-09-12T23:30:20Z,Short-term (under 1 hour),20.0,18.99,1.01,ENTRY,,SETTLED,NO,01a097f4-7318-72e7-afe9-415b67d71a82
2026-09-12,"Solana 15-minute binary, close 26SEP121945",KXSOL15M-26SEP121945-45,Buy to Open (held to settlement),20.0,0.9794,1.0,0.028,0.3837,19:44:32,EDT,2026-09-12T23:44:32Z,2026-09-12T23:45:20Z,Short-term (under 1 hour),20.0,19.616,0.384,ENTRY,,SETTLED,YES,01a09802-2300-7c67-8075-5fcda4656119
2026-09-12,"Bitcoin 15-minute binary, close 26SEP121945",KXBTC15M-26SEP121945-45,Buy to Open (held to settlement),20.0,0.959,1.0,0.054,0.7649,19:44:32,EDT,2026-09-12T23:44:32Z,2026-09-12T23:45:20Z,Short-term (under 1 hour),20.0,19.234,0.766,ENTRY,,SETTLED,NO,01a09802-2300-7901-8b2a-0bb59afe2205
2026-09-12,"NEAR 15-minute binary, close 26SEP122000",KXNEAR15M-26SEP122000-00,Buy to Open (held to settlement),20.0,0.977,1.0,0.03,0.4285,19:59:31,EDT,2026-09-12T23:59:31Z,2026-09-13T00:00:20Z,Short-term (under 1 hour),20.0,19.57,0.43,ENTRY,,SETTLED,NO,01a0980f-dab8-7c3b-b23e-7f7b9bd80d35
2026-09-12,"Zcash 15-minute binary, close 26SEP122000",KXZEC15M-26SEP122000-00,Buy to Open (held to settlement),11.0,0.962,0.0,0.0275,-9.6456,19:59:35,EDT,2026-09-12T23:59:35Z,2026-09-13T00:00:20Z,Short-term (under 1 hour),0.0,10.6095,-10.6095,ENTRY,,SETTLED,NO,01a0980f-ea58-7cfa-b282-46173603993c
2026-09-12,"Zcash 15-minute binary, close 26SEP122000",KXZEC15M-26SEP122000-00,Buy to Open (held to settlement),1.0,0.8,1.0,,0.1888,19:59:39,EDT,2026-09-12T23:59:39Z,2026-09-13T00:00:35Z,Short-term (under 1 hour),1.0,0.8,0.2,HEDGE,NO,SETTLED,NO,01a0980f-f9f8-72b0-928f-7e48a1cb4fb2
2026-09-12,"Zcash 15-minute binary, close 26SEP122000",KXZEC15M-26SEP122000-00,Buy to Open (held to settlement),10.0,0.81,1.0,,1.7922,19:59:40,EDT,2026-09-12T23:59:40Z,2026-09-13T00:00:50Z,Short-term (under 1 hour),10.0,8.1,1.9,HEDGE,NO,SETTLED,NO,01a0980f-fde0-76db-bd55-68fe133a2497
2026-09-12,"NEAR 15-minute binary, close 26SEP122015",KXNEAR15M-26SEP122015-15,Buy to Open (held to settlement),17.77,0.96,1.0,0.0462,0.663,20:14:33,EDT,2026-09-13T00:14:33Z,2026-09-13T00:15:20Z,Short-term (under 1 hour),17.77,17.1054,0.6646,ENTRY,,SETTLED,YES,01a0981d-9e28-7cd5-8a60-27cc79f168dd
2026-09-12,"Bitcoin 15-minute binary, close 26SEP122030",KXBTC15M-26SEP122030-30,Buy to Open (held to settlement),20.0,0.967,1.0,0.044,0.6153,20:29:30,EDT,2026-09-13T00:29:30Z,2026-09-13T00:30:20Z,Short-term (under 1 hour),20.0,19.384,0.616,ENTRY,,SETTLED,NO,01a0982b-4e10-7c47-9ae5-0543c166b3f8
2026-09-12,"Bitcoin 15-minute binary, close 26SEP122115",KXBTC15M-26SEP122115-15,Buy to Open (held to settlement),20.0,0.86,1.0,0.168,2.6314,21:14:36,EDT,2026-09-13T01:14:36Z,2026-09-13T01:15:20Z,Short-term (under 1 hour),20.0,17.368,2.632,ENTRY,,SETTLED,YES,01a09854-9860-729b-ad92-81d86ff707cf
2026-09-12,"Hyperliquid 15-minute binary, close 26SEP122130",KXHYPE15M-26SEP122130-30,Buy to Open (held to settlement),12.66,0.976,1.0,0.0203,0.283,21:29:37,EDT,2026-09-13T01:29:37Z,2026-09-13T01:30:20Z,Short-term (under 1 hour),12.66,12.3765,0.2835,ENTRY,,SETTLED,NO,01a09862-57e8-7395-91ae-9b389620e01f
2026-09-12,"Bitcoin 15-minute binary, close 26SEP122130",KXBTC15M-26SEP122130-30,Buy to Open (held to settlement),20.0,0.929,1.0,0.092,1.3276,21:29:46,EDT,2026-09-13T01:29:46Z,2026-09-13T01:30:20Z,Short-term (under 1 hour),20.0,18.672,1.328,ENTRY,,SETTLED,NO,01a09862-7b10-7753-998d-d3f3864dae8c
2026-09-12,"XRP 15-minute binary, close 26SEP122145",KXXRP15M-26SEP122145-45,Buy to Open (held to settlement),7.83,0.971,1.0,0.0149,0.2116,21:44:30,EDT,2026-09-13T01:44:30Z,2026-09-13T01:45:21Z,Short-term (under 1 hour),7.83,7.6178,0.2122,ENTRY,,SETTLED,YES,01a0986f-f830-7079-b688-e286bc685d81
2026-09-12,"Ethereum 15-minute binary, close 26SEP122145",KXETH15M-26SEP122145-45,Buy to Open (held to settlement),20.0,0.98,1.0,0.026,0.3725,21:44:34,EDT,2026-09-13T01:44:34Z,2026-09-13T01:45:21Z,Short-term (under 1 hour),20.0,19.626,0.374,ENTRY,,SETTLED,YES,01a09870-07d0-785f-80f1-63be8d07d0a5
2026-09-12,"Hyperliquid 15-minute binary, close 26SEP122200",KXHYPE15M-26SEP122200-00,Buy to Open (held to settlement),20.0,0.93,1.0,0.09,1.3088,21:59:30,EDT,2026-09-13T01:59:30Z,2026-09-13T02:00:20Z,Short-term (under 1 hour),20.0,18.69,1.31,ENTRY,,SETTLED,NO,01a0987d-b3d0-7e1d-b7cb-43410a75a690
2026-09-12,"BNB 15-minute binary, close 26SEP122215",KXBNB15M-26SEP122215-15,Buy to Open (held to settlement),18.0,0.975,1.0,0.0306,0.4192,22:14:35,EDT,2026-09-13T02:14:35Z,2026-09-13T02:15:20Z,Short-term (under 1 hour),18.0,17.5806,0.4194,ENTRY,,SETTLED,NO,01a0988b-82f8-7bd1-917e-70ac6da99219
2026-09-12,"Bitcoin 15-minute binary, close 26SEP122245",KXBTC15M-26SEP122245-45,Buy to Open (held to settlement),20.0,0.89,1.0,0.136,2.0629,22:44:41,EDT,2026-09-13T02:44:41Z,2026-09-13T02:45:20Z,Short-term (under 1 hour),20.0,17.936,2.064,ENTRY,,SETTLED,YES,01a098a7-11a8-78d0-9320-6fc6d2c3f005
2026-09-12,"XRP 15-minute binary, close 26SEP122300",KXXRP15M-26SEP122300-00,Buy to Open (held to settlement),20.0,0.979,1.0,0.028,0.3912,22:59:30,EDT,2026-09-13T02:59:30Z,2026-09-13T03:00:20Z,Short-term (under 1 hour),20.0,19.608,0.392,ENTRY,,SETTLED,YES,01a098b4-a250-7106-90b0-d950157ee184
2026-09-12,"Ethereum 15-minute binary, close 26SEP122300",KXETH15M-26SEP122300-00,Buy to Open (held to settlement),20.0,0.93,1.0,0.09,1.3088,22:59:45,EDT,2026-09-13T02:59:45Z,2026-09-13T03:00:20Z,Short-term (under 1 hour),20.0,18.69,1.31,ENTRY,,SETTLED,NO,01a098b4-dce8-7ef2-9700-ed81f2300e0f
2026-09-12,"Bitcoin 15-minute binary, close 26SEP122315",KXBTC15M-26SEP122315-15,Buy to Open (held to settlement),20.0,0.914,1.0,0.11,1.6099,23:14:33,EDT,2026-09-13T03:14:33Z,2026-09-13T03:15:20Z,Short-term (under 1 hour),20.0,18.39,1.61,ENTRY,,SETTLED,NO,01a098c2-69a8-7326-b621-0b8197cb7b01
2026-09-12,"Hyperliquid 15-minute binary, close 26SEP122330",KXHYPE15M-26SEP122330-30,Buy to Open (held to settlement),45.0,0.941,1.0,0.171,2.4801,23:29:34,EDT,2026-09-13T03:29:34Z,2026-09-13T03:30:20Z,Short-term (under 1 hour),45.0,42.516,2.484,ENTRY,,SETTLED,NO,01a098d0-2930-758b-ae96-577bc63253a5
2026-09-12,"Solana 15-minute binary, close 26SEP122345",KXSOL15M-26SEP122345-45,Buy to Open (held to settlement),66.0,0.96,1.0,0.1716,2.4625,23:44:31,EDT,2026-09-13T03:44:31Z,2026-09-13T03:45:20Z,Short-term (under 1 hour),66.0,63.5316,2.4684,ENTRY,,SETTLED,YES,01a098dd-d918-7e48-8336-3540df906607
2026-09-13,"Solana 15-minute binary, close 26SEP130015",KXSOL15M-26SEP130015-15,Buy to Open (held to settlement),67.0,0.98,1.0,0.0871,1.248,00:14:30,EDT,2026-09-13T04:14:30Z,2026-09-13T04:15:20Z,Short-term (under 1 hour),67.0,65.7471,1.2529,ENTRY,,SETTLED,YES,01a098f9-4c70-75cf-b360-715bf72ecaf2
2026-09-13,"Solana 15-minute binary, close 26SEP130045",KXSOL15M-26SEP130045-45,Buy to Open (held to settlement),68.0,0.978,1.0,0.102,1.3935,00:44:39,EDT,2026-09-13T04:44:39Z,2026-09-13T04:45:20Z,Short-term (under 1 hour),68.0,66.606,1.394,ENTRY,,SETTLED,NO,01a09914-e6d8-76e6-877f-9c77793a31fe
2026-09-13,"XRP 15-minute binary, close 26SEP130100",KXXRP15M-26SEP130100-00,Buy to Open (held to settlement),11.0,0.979,1.0,0.0154,0.2151,00:59:30,EDT,2026-09-13T04:59:30Z,2026-09-13T05:00:20Z,Short-term (under 1 hour),11.0,10.7844,0.2156,ENTRY,,SETTLED,YES,01a09922-7f50-7704-9776-b966d49d6494
2026-09-13,"Dogecoin 15-minute binary, close 26SEP130100",KXDOGE15M-26SEP130100-00,Buy to Open (held to settlement),45.0,0.95,1.0,0.1485,2.1003,00:59:33,EDT,2026-09-13T04:59:33Z,2026-09-13T05:00:20Z,Short-term (under 1 hour),45.0,42.8985,2.1015,ENTRY,,SETTLED,YES,01a09922-8b08-71db-be89-53fe84e17ec4
2026-09-13,"Dogecoin 15-minute binary, close 26SEP130130",KXDOGE15M-26SEP130130-30,Buy to Open (held to settlement),69.0,0.9,1.0,0.4347,6.4653,01:29:30,EDT,2026-09-13T05:29:30Z,2026-09-13T05:30:20Z,Short-term (under 1 hour),69.0,62.5347,6.4653,ENTRY,,SETTLED,YES,01a0993d-f690-7922-a9ae-a665f2e27e2e
2026-09-13,"Ethereum 15-minute binary, close 26SEP130130",KXETH15M-26SEP130130-30,Buy to Open (held to settlement),69.0,0.86,1.0,0.5796,9.0784,01:29:31,EDT,2026-09-13T05:29:31Z,2026-09-13T05:30:20Z,Short-term (under 1 hour),69.0,59.9196,9.0804,ENTRY,,SETTLED,YES,01a0993d-fa78-7000-8006-ea17bc75855d
2026-09-13,"Solana 15-minute binary, close 26SEP130145",KXSOL15M-26SEP130145-45,Buy to Open (held to settlement),74.0,0.86,1.0,0.6216,9.7363,01:44:30,EDT,2026-09-13T05:44:30Z,2026-09-13T05:45:20Z,Short-term (under 1 hour),74.0,64.2616,9.7384,ENTRY,,SETTLED,YES,01a0994b-b230-79b4-91d3-b5cab4ea186f
2026-09-13,"Bitcoin 15-minute binary, close 26SEP130215",KXBTC15M-26SEP130215-15,Buy to Open (held to settlement),77.0,0.933,1.0,0.3311,4.822,02:14:38,EDT,2026-09-13T06:14:38Z,2026-09-13T06:15:20Z,Short-term (under 1 hour),77.0,72.1721,4.8279,ENTRY,,SETTLED,NO,01a09967-48b0-72ad-b307-377e2222531f
2026-09-13,"Bitcoin 15-minute binary, close 26SEP130245",KXBTC15M-26SEP130245-45,Buy to Open (held to settlement),39.0,0.946,1.0,0.1365,1.9665,02:44:30,EDT,2026-09-13T06:44:30Z,2026-09-13T06:45:20Z,Short-term (under 1 hour),39.0,37.0305,1.9695,ENTRY,,SETTLED,YES,01a09982-a0b0-74c0-9ce9-e2b303aaadb9
2026-09-13,"XRP 15-minute binary, close 26SEP130330",KXXRP15M-26SEP130330-30,Buy to Open (held to settlement),40.0,0.964,1.0,0.096,1.3428,03:29:31,EDT,2026-09-13T07:29:31Z,2026-09-13T07:30:20Z,Short-term (under 1 hour),40.0,38.656,1.344,ENTRY,,SETTLED,YES,01a099ab-d778-7fa3-96a8-f04b8de2283e
2026-09-13,"Dogecoin 15-minute binary, close 26SEP130330",KXDOGE15M-26SEP130330-30,Buy to Open (held to settlement),40.0,0.948,1.0,0.136,1.9419,03:29:46,EDT,2026-09-13T07:29:46Z,2026-09-13T07:30:20Z,Short-term (under 1 hour),40.0,38.056,1.944,ENTRY,,SETTLED,NO,01a099ac-1210-7034-96fe-8cfe11505bee
2026-09-13,"BNB 15-minute binary, close 26SEP130345",KXBNB15M-26SEP130345-45,Buy to Open (held to settlement),30.0,0.971,1.0,0.057,0.8108,03:44:35,EDT,2026-09-13T07:44:35Z,2026-09-13T07:45:20Z,Short-term (under 1 hour),30.0,29.187,0.813,ENTRY,,SETTLED,YES,01a099b9-a2b8-7caa-80e6-e3f224ce538e
2026-09-13,"Bitcoin 15-minute binary, close 26SEP130345",KXBTC15M-26SEP130345-45,Buy to Open (held to settlement),40.0,0.96,1.0,0.104,1.4924,03:44:47,EDT,2026-09-13T07:44:47Z,2026-09-13T07:45:20Z,Short-term (under 1 hour),40.0,38.504,1.496,ENTRY,,SETTLED,YES,01a099b9-d198-71b8-8bf4-fefa9513ad53
2026-09-13,"Hyperliquid 15-minute binary, close 26SEP130500",KXHYPE15M-26SEP130500-00,Buy to Open (held to settlement),41.0,0.98,1.0,0.0533,0.7637,04:59:50,EDT,2026-09-13T08:59:50Z,2026-09-13T09:00:20Z,Short-term (under 1 hour),41.0,40.2333,0.7667,ENTRY,,SETTLED,YES,01a099fe-8770-7808-8bdd-0add727d85ce
2026-09-13,"Ethereum 15-minute binary, close 26SEP130515",KXETH15M-26SEP130515-15,Buy to Open (held to settlement),31.0,0.97,1.0,0.062,0.8668,05:14:30,EDT,2026-09-13T09:14:30Z,2026-09-13T09:15:20Z,Short-term (under 1 hour),31.0,30.132,0.868,ENTRY,,SETTLED,NO,01a09a0b-f4f0-79a5-8581-b6d0e99814f5
2026-09-13,"Solana 15-minute binary, close 26SEP130615",KXSOL15M-26SEP130615-15,Buy to Open (held to settlement),41.0,0.87,1.0,0.3239,5.0054,06:14:53,EDT,2026-09-13T10:14:53Z,2026-09-13T10:15:20Z,Short-term (under 1 hour),41.0,35.9939,5.0061,ENTRY,,SETTLED,YES,01a09a43-3d48-744e-ae83-40f6ef60bf51
2026-09-13,"Dogecoin 15-minute binary, close 26SEP130630",KXDOGE15M-26SEP130630-30,Buy to Open (held to settlement),42.0,0.88,1.0,0.3066,4.7295,06:29:30,EDT,2026-09-13T10:29:30Z,2026-09-13T10:30:20Z,Short-term (under 1 hour),42.0,37.2666,4.7334,ENTRY,,SETTLED,NO,01a09a50-9f10-7e01-9f8c-3a3afd17eba7
2026-09-13,"XRP 15-minute binary, close 26SEP130700",KXXRP15M-26SEP130700-00,Buy to Open (held to settlement),42.0,0.975,1.0,0.0714,0.9783,06:59:31,EDT,2026-09-13T10:59:31Z,2026-09-13T11:00:20Z,Short-term (under 1 hour),42.0,41.0214,0.9786,ENTRY,,SETTLED,NO,01a09a6c-1a38-7679-9f26-48fda7589ddc
2026-09-13,"BNB 15-minute binary, close 26SEP130700",KXBNB15M-26SEP130700-00,Buy to Open (held to settlement),42.0,0.941,1.0,0.1596,2.3147,06:59:56,EDT,2026-09-13T10:59:56Z,2026-09-13T11:00:20Z,Short-term (under 1 hour),42.0,39.6816,2.3184,ENTRY,,SETTLED,YES,01a09a6c-7be0-76f2-bf1d-932f3aa4e574
2026-09-13,"Hyperliquid 15-minute binary, close 26SEP130715",KXHYPE15M-26SEP130715-15,Buy to Open (held to settlement),43.0,0.98,1.0,0.0559,0.801,07:14:35,EDT,2026-09-13T11:14:35Z,2026-09-13T11:15:20Z,Short-term (under 1 hour),43.0,42.1959,0.8041,ENTRY,,SETTLED,NO,01a09a79-e578-7fa0-9c42-9a6a2ecb93ed
2026-09-13,"Zcash 15-minute binary, close 26SEP130715",KXZEC15M-26SEP130715-15,Buy to Open (held to settlement),43.0,0.8803,1.0,0.3139,4.8299,07:14:50,EDT,2026-09-13T11:14:50Z,2026-09-13T11:15:20Z,Short-term (under 1 hour),43.0,38.1668,4.8332,ENTRY,,SETTLED,NO,01a09a7a-2010-71d9-9d3a-8a74f6f51336
2026-09-13,"Bitcoin 15-minute binary, close 26SEP130800",KXBTC15M-26SEP130800-00,Buy to Open (held to settlement),44.0,0.98,1.0,0.0572,0.8196,07:59:38,EDT,2026-09-13T11:59:38Z,2026-09-13T12:00:20Z,Short-term (under 1 hour),44.0,43.1772,0.8228,ENTRY,,SETTLED,YES,01a09aa3-2410-7fee-ac47-9f22d28df61e
2026-09-13,"Dogecoin 15-minute binary, close 26SEP130800",KXDOGE15M-26SEP130800-00,Buy to Open (held to settlement),25.0,0.9761,1.0,0.04,0.5566,07:59:53,EDT,2026-09-13T11:59:53Z,2026-09-13T12:00:20Z,Short-term (under 1 hour),25.0,24.4425,0.5575,ENTRY,,SETTLED,NO,01a09aa3-5ea8-7426-b133-dd38b4434c6a
2026-09-13,"Bitcoin 15-minute binary, close 26SEP130900",KXBTC15M-26SEP130900-00,Buy to Open (held to settlement),44.0,0.85,1.0,0.3916,6.2072,08:59:31,EDT,2026-09-13T12:59:31Z,2026-09-13T13:00:20Z,Short-term (under 1 hour),44.0,37.7916,6.2084,ENTRY,,SETTLED,YES,01a09ad9-f738-7e71-9675-65d3b02e9988
2026-09-13,"Ethereum 15-minute binary, close 26SEP130915",KXETH15M-26SEP130915-15,Buy to Open (held to settlement),45.0,0.958,1.0,0.126,1.7632,09:14:54,EDT,2026-09-13T13:14:54Z,2026-09-13T13:15:20Z,Short-term (under 1 hour),45.0,43.236,1.764,ENTRY,,SETTLED,NO,01a09ae8-0cb0-707a-942b-d7d9afa550a6
2026-09-13,"Dogecoin 15-minute binary, close 26SEP131230",KXDOGE15M-26SEP131230-30,Buy to Open (held to settlement),46.0,0.9686,1.0,0.0966,1.3464,12:29:54,EDT,2026-09-13T16:29:54Z,2026-09-13T16:30:20Z,Short-term (under 1 hour),46.0,44.6522,1.3478,ENTRY,,SETTLED,NO,01a09b9a-93d0-7527-b932-8a9919cf5b43
